,beginning_balance,beginning_cash,shares_owned,ending_cash,ending_balance,draw_down,actions,ending_balance_percent_change
1534,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1535,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1536,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1537,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1538,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1539,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1540,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1541,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1542,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1543,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1544,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1545,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1546,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1547,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1548,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1549,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1550,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1551,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1552,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1553,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1554,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1555,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1556,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1557,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1558,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1559,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1560,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1561,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1562,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1563,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1564,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1565,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1566,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1567,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1568,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1569,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1570,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1571,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1572,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1573,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1574,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1575,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1576,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1577,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1578,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1579,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1580,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1581,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1582,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1583,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1584,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1585,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1586,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1587,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1588,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1589,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1590,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1591,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1592,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1593,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1594,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1595,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1596,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1597,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1598,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1599,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1600,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1601,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1602,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1603,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1604,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1605,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1606,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1607,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1608,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1609,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1610,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1611,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1612,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1613,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1614,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1615,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1616,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1617,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1618,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1619,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1620,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1621,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1622,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1623,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1624,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1625,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1626,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1627,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1628,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1629,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1630,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1631,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1632,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1633,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1634,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1635,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1636,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1637,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1638,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1639,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1640,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1641,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1642,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1643,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1644,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1645,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1646,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1647,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1648,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1649,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1650,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1651,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1652,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1653,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1654,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1655,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1656,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1657,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1658,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1659,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1660,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1661,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1662,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1663,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1664,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1665,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1666,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1667,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1668,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1669,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1670,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1671,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1672,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1673,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1674,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1675,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1676,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1677,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1678,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1679,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1680,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1681,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1682,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1683,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1684,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1685,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1686,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1687,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1688,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1689,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1690,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1691,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1692,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1693,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1694,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1695,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1696,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1697,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1698,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1699,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1700,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1701,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1702,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1703,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1704,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1705,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1706,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1707,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1708,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1709,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1710,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1711,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1712,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1713,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1714,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1715,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1716,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1717,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1718,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1719,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1720,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1721,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1722,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1723,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1724,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1725,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1726,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1727,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1728,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1729,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1730,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1731,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1732,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1733,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1734,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1735,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1736,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1737,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1738,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1739,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1740,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1741,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1742,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1743,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1744,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1745,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1746,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1747,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1748,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
1749,5825.108085632324,5825.108085632324,0.0,5825.108085632324,5825.108085632324,-0.6505840878853635,hold,0.0
