,date,high,low,close,open,volume,daily_williams_r_14,daily_ultimate_oscillator_28,daily_tsi_25,daily_stoch_signal_14,daily_Volume_ROC_12,daily_Price_ROC_12,daily_PVO_26,daily_PPO_26,daily_KAMA_10,daily_awesomeoscillator_34,daily_aroon_25,daily_aroon_down_25,daily_aroon_up_25,daily_adx_pos_14,daily_adx_neg_14,daily_adx_14,daily_mfi_14,daily_stochrsi_14,close_VIX,close_VIX3M,VIX3M/VIX,beginning_balance,beginning_cash,shares_owned,ending_cash,ending_balance,draw_down,actions,ending_balance_percent_change,next_day_change
0,2006-07-17,26.12897463577022,25.928954922072517,91.97900390625,26.006856559068645,17087844.30732036,91.47863164492561,0.9958015545894692,-0.055783514234262824,92.85675680012562,31.616639067048553,-1.1302484210892338,-1.4294958337757677,-0.281710414799226,1.0168935698080543,0.02070775210748721,0.56,0.08,0.64,0.0008958917802582999,0.0008654528236503797,0.07169814103267609,0.42266670730136774,0.0,18.639999389648438,18.049999237060547,0.9683476302625019,,,,,,,,,
1,2006-07-18,25.985716505197193,25.637982659973783,92.44881439208984,25.914493236457506,25717793.81358393,91.66499091526563,0.9975635698177799,-0.06958165684971072,92.3745302051427,13.92353838189499,-2.5928767713517797,2.8200060238745075,-0.34611229076808875,1.010077716430329,0.02947155728576334,0.56,0.04,0.6,0.0008333657358674772,0.001111159286831722,0.0767810834343235,0.5160455252545991,0.0017339139463988559,17.739999771118164,17.219999313354492,0.9706876852044686,,,,,,,,,
2,2006-07-19,26.086726202305403,25.56193365267853,93.73147583007812,25.656974599668235,27596082.308547363,92.16427023840599,0.9991908472756599,-0.05708966049125643,91.84793044282468,149.41989158278935,-1.2492255438233684,6.647545368402355,-0.28308230752997704,0.9963551226347712,-0.02013786106294546,0.52,0.04,0.56,0.0008810396286130466,0.0010328880612608896,0.07696376651919015,0.5458647611186958,0.0058800184268111,15.550000190734863,15.600000381469727,1.0032154463100684,,,,,,,,,
3,2006-07-20,26.2747689981323,25.933592402099816,93.09014129638672,26.23732270894932,23353921.152066674,94.5171758517789,0.9971225720219623,-0.057585460354391535,93.85752235978492,380.60017715571905,-2.323969363303993,7.657780395040363,-0.2852631001227257,1.003032564489463,-0.03596248415759362,-0.36,0.88,0.52,0.001016171618741449,0.0009591373058397418,0.0735287558232168,0.44922316984741056,0.004055817981195767,16.209999084472656,16.309999465942383,1.006169055343471,,,,,,,,,
4,2006-07-21,26.22875339306891,25.941721972930186,92.43387603759766,26.220372738636424,21277994.58943885,94.25264223178362,0.997375363361775,-0.06848846789843088,95.38150767991826,49.47786291784782,-2.455344239318711,7.503432816009195,-0.3398764762307399,1.0095529540699124,-0.017918059893720084,-0.36,0.84,0.48,0.0009442584483031471,0.0008912603810403523,0.0703391030340987,0.38623456219740854,0.002319399663917985,17.399999618530273,17.040000915527344,0.9793104189140587,,,,,,,,,
5,2006-07-24,25.991591616554626,25.604763553151088,94.11925506591797,25.604763553151088,19111803.36878182,94.92457257674342,1.001893042962711,-0.046908373841847525,94.72020131229161,87.20290805754144,-0.9651809462400258,6.437278311375391,-0.23468051253179473,0.9915596383342495,-0.054876707349745146,-0.36,0.8,0.44,0.0008776859145311222,0.0011839040586502756,0.07592452000001146,0.4194688473882443,0.007977102823651513,14.979999542236328,15.40999984741211,1.0287049611692838,,,,,,,,,
6,2006-07-25,26.100176255066273,25.776230259109873,94.45484161376953,25.829538204275828,19576300.386606276,95.05550227087232,1.0029661498638804,-0.024533259209276827,95.01831442462189,16.92649564393124,0.03947315259989495,5.714713157224508,-0.12101370683771304,0.9881713274879632,-0.030146962013503753,-0.36,0.76,0.4,0.0009289238665307336,0.0010986023159316163,0.07647901335769872,0.4845664064906831,0.008907985622668292,14.850000381469727,14.609999656677246,0.9838383354459734,,,,,,,,,
7,2006-07-26,26.095904418895973,25.835867449077618,94.58161163330078,25.91981580167113,17307000.78891716,95.1047200415212,1.0030851594627728,-0.004840178357241671,95.88840683195333,38.67034329079595,-0.015775520473213997,4.168544334409178,-0.01989378225281512,0.9870149179354984,0.003473583305694916,-0.36,0.72,0.36,0.0008617848525299162,0.0010191996017499556,0.07699390004697974,0.49789340733160187,0.00958532746207,14.619999885559082,14.579999923706055,0.9972640244756406,,,,,,,,,
8,2006-07-27,26.169807605861934,25.86443399522492,94.49210357666016,26.1062726699127,17883166.070838608,95.06998272901293,1.0025996830800368,0.009434283150355613,96.15255924505722,19.144752005711474,-0.5494433579752837,3.1363863766236135,0.05183079276654478,0.9888616160692546,-0.018786697431796284,-0.36,0.68,0.32,0.000877236514729937,0.0009455004713683365,0.0741694320224456,0.5609942368135006,0.009244723841699354,14.9399995803833,15.15999984741211,1.0147255872294452,,,,,,,,,
9,2006-07-28,26.001423365361926,25.741693458024866,95.43922424316406,25.778218073001163,16666762.300088318,95.43424920997715,1.0025450169715262,0.03660286550057831,95.65141683456474,-2.0142193230710115,1.5311555455994597,1.777271998599114,0.18776823814097315,0.9820576338031161,-0.0539355580450156,0.36,0.64,1.0,0.0008138303258745681,0.001006201186862443,0.07642136153275739,0.5677025237980203,0.01,14.329999923706055,14.630000114440918,1.0209351146079613,,,,,,,,,
